qid,sid,stitle,,,,,,,,
NC_004567.2:970871-972781,NZ_CP023566.1,"NZ_CP023566.1 Lactobacillus murinus strain CR141 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018809.1,"NZ_CP018809.1 Lactobacillus jensenii strain SNUV360 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_019042.1,"NC_019042.1 Streptococcus dysgalactiae subsp. equisimilis AC-2713, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483363.1,"NZ_LS483363.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC9414 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_012891.1,"NC_012891.1 Streptococcus dysgalactiae subsp. equisimilis GGS_124 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483367.1,"NZ_LS483367.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC5371 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_015558.1,"NC_015558.1 Streptococcus parauberis KCTC 11537, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025420.1,"NZ_CP025420.1 Streptococcus parauberis strain SPOF3K chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014933.1,"NZ_CP014933.1 Pediococcus claussenii strain TMW 2.53 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014936.1,"NZ_CP014936.1 Pediococcus claussenii strain TMW 2.54 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_016605.1,"NC_016605.1 Pediococcus claussenii ATCC BAA-344, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP030932.1,"NZ_CP030932.1 Enterococcus gilvus strain CR1 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011536.1,"NZ_CP011536.1 Lactobacillus fermentum 3872, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_AP017973.1,"NZ_AP017973.1 Lactobacillus fermentum DNA, complete genome, strain: MTCC 25067",,,,,,,,
NC_004567.2:970871-972781,NC_021235.1,"NC_021235.1 Lactobacillus fermentum F-6, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021790.1,"NZ_CP021790.1 Lactobacillus fermentum strain LAC FRN-92 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017151.1,"NZ_CP017151.1 Lactobacillus fermentum strain NCC2970, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019809.1,"NZ_CP019809.1 Streptococcus agalactiae strain SA79, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010319.1,"NZ_CP010319.1 Streptococcus agalactiae strain GBS85147, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP006910.1,"NZ_CP006910.1 Streptococcus agalactiae CNCTC 10/84, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025027.1,"NZ_CP025027.1 Streptococcus agalactiae strain SGEHI2015-107 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010875.1,"NZ_CP010875.1 Streptococcus agalactiae strain CU_GBS_98, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025026.1,"NZ_CP025026.1 Streptococcus agalactiae strain SGEHI2015-113 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483387.1,"NZ_LS483387.1 Streptococcus agalactiae strain NCTC8187 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025029.1,"NZ_CP025029.1 Streptococcus agalactiae strain SGEHI2015-25 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP030845.1,"NZ_CP030845.1 Streptococcus agalactiae strain S73 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021769.1,"NZ_CP021769.1 Streptococcus agalactiae strain B509 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007632.1,"NZ_CP007632.1 Streptococcus agalactiae strain NGBS572, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_018646.1,"NC_018646.1 Streptococcus agalactiae GD201008-001, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483342.1,"NZ_LS483342.1 Streptococcus agalactiae strain NCTC11930 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011325.1,"NZ_CP011325.1 Streptococcus agalactiae strain HN016, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_HG939456.1,"NZ_HG939456.1 Streptococcus agalactiae, strain COH1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021870.1,"NZ_CP021870.1 Streptococcus agalactiae strain SG-M4 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012480.1,"NZ_CP012480.1 Streptococcus agalactiae strain NGBS128, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021771.1,"NZ_CP021771.1 Streptococcus agalactiae strain B507 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010874.1,"NZ_CP010874.1 Streptococcus agalactiae strain CU_GBS_08 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016391.1,"NZ_CP016391.1 Streptococcus agalactiae strain FWL1402, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010867.1,"NZ_CP010867.1 Streptococcus agalactiae strain SS1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013908.1,"NZ_CP013908.1 Streptococcus agalactiae strain GBS-M002, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019979.1,"NZ_CP019979.1 Streptococcus agalactiae strain Sag158 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021869.1,"NZ_CP021869.1 Streptococcus agalactiae strain SG-M6 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021486.1,NC_021486.1 Streptococcus agalactiae ILRI005 complete genome,,,,,,,,
NC_004567.2:970871-972781,NZ_CP025028.1,"NZ_CP025028.1 Streptococcus agalactiae strain SGEHI2015-95 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021866.1,"NZ_CP021866.1 Streptococcus agalactiae strain SG-M29 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021863.1,"NZ_CP021863.1 Streptococcus agalactiae strain SG-M163 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021864.1,"NZ_CP021864.1 Streptococcus agalactiae strain SG-M158 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021865.1,"NZ_CP021865.1 Streptococcus agalactiae strain SG-M50 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012419.2,"NZ_CP012419.2 Streptococcus agalactiae strain SG-M1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP008813.1,"NZ_CP008813.1 Streptococcus agalactiae strain C001, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_007432.1,"NC_007432.1 Streptococcus agalactiae A909, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021485.1,NC_021485.1 Streptococcus agalactiae 09mas018883 complete genome,,,,,,,,
NC_004567.2:970871-972781,NZ_CP011329.1,"NZ_CP011329.1 Streptococcus agalactiae strain H002, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021772.1,"NZ_CP021772.1 Streptococcus agalactiae strain B111 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022537.1,"NZ_CP022537.1 Streptococcus agalactiae strain 874391 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_004116.1,"NC_004116.1 Streptococcus agalactiae 2603V/R chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013202.1,"NZ_CP013202.1 Streptococcus agalactiae strain GBS ST-1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021868.1,"NZ_CP021868.1 Streptococcus agalactiae strain SG-M8 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT714196.1,"NZ_LT714196.1 Streptococcus agalactiae isolate BM110 genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012503.1,"NZ_CP012503.1 Streptococcus agalactiae strain NGBS357, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020432.1,"NZ_CP020432.1 Streptococcus sp. 'group B' strain FDAARGOS_229 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019978.1,"NZ_CP019978.1 Streptococcus agalactiae strain Sag37 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021770.1,"NZ_CP021770.1 Streptococcus agalactiae strain B508 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP031556.1,"NZ_CP031556.1 Streptococcus agalactiae strain Sag27 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021867.1,"NZ_CP021867.1 Streptococcus agalactiae strain SG-M25 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_004368.1,NC_004368.1 Streptococcus agalactiae NEM316 complete genome,,,,,,,,
NC_004567.2:970871-972781,NZ_CP016501.1,"NZ_CP016501.1 Streptococcus agalactiae strain WC1535 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007571.1,"NZ_CP007571.1 Streptococcus agalactiae strain GBS2-NM, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020449.2,"NZ_CP020449.2 Streptococcus agalactiae strain FDAARGOS_254 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007631.1,"NZ_CP007631.1 Streptococcus agalactiae strain NGBS061, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021862.1,"NZ_CP021862.1 Streptococcus agalactiae strain CUGBS591 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007572.1,"NZ_CP007572.1 Streptococcus agalactiae strain GBS6, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007570.1,"NZ_CP007570.1 Streptococcus agalactiae strain GBS1-NY, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT545678.1,"NZ_LT545678.1 Streptococcus agalactiae isolate SA111 genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021104.1,"NZ_CP021104.1 Lactobacillus fermentum strain FTDC 8312 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019030.1,"NZ_CP019030.1 Lactobacillus fermentum strain SNUV175 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017465.1,"NC_017465.1 Lactobacillus fermentum CECT 5716, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_010610.1,"NC_010610.1 Lactobacillus fermentum IFO 3956 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP031195.1,"NZ_CP031195.1 Lactobacillus fermentum strain LDTM 7301 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021964.1,"NZ_CP021964.1 Lactobacillus fermentum strain CBA7106 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020620.1,"NZ_CP020620.1 Lactobacillus acidophilus strain DSM 20079 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_006814.3,"NC_006814.3 Lactobacillus acidophilus NCFM chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010432.1,"NZ_CP010432.1 Lactobacillus acidophilus strain FSI4, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022449.1,"NZ_CP022449.1 Lactobacillus acidophilus strain ATCC 53544 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021181.2,"NC_021181.2 Lactobacillus acidophilus La-14, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017062.1,"NZ_CP017062.1 Lactobacillus acidophilus strain LA1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT906621.1,"NZ_LT906621.1 Lactobacillus fermentum strain IMDO 130101 genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021773.1,"NZ_CP021773.1 Streptococcus agalactiae strain B105 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017706.1,"NZ_CP017706.1 Lactobacillus amylovorus DSM 20531, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP029615.1,"NZ_CP029615.1 Lactobacillus reuteri strain SKKU-OGDONS-01 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP029613.1,"NZ_CP029613.1 Lactobacillus reuteri strain Byun-re-01 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014786.1,"NZ_CP014786.1 Lactobacillus reuteri strain ZLR003 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015408.2,"NZ_CP015408.2 Lactobacillus reuteri strain I49, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021494.1,"NC_021494.1 Lactobacillus reuteri I5007, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LN906634.1,"NZ_LN906634.1 Lactobacillus reuteri, complete genome, strain ATCC 53608",,,,,,,,
NC_004567.2:970871-972781,NC_015697.1,"NC_015697.1 Lactobacillus reuteri SD2112, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_010609.1,"NC_010609.1 Lactobacillus reuteri JCM 1112 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_009513.1,"NC_009513.1 Lactobacillus reuteri DSM 20016, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011024.1,"NZ_CP011024.1 Lactobacillus reuteri strain IRT, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021872.1,"NC_021872.1 Lactobacillus reuteri TD1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT630287.1,"NZ_LT630287.1 Lactobacillus acidipiscis strain ACA-DC 1533 genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NC_015602.1,"NC_015602.1 Lactobacillus kefiranofaciens ZW3, complete genome",,,,,,,,
