qid,sid,stitle
NC_004567.2:976346-977233,NZ_CP014326.1,"NZ_CP014326.1 Streptococcus mitis strain SVGS_061, complete genome"
NC_004567.2:976346-977233,NZ_LS483361.1,"NZ_LS483361.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC6179 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483413.1,"NZ_LS483413.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC7136 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_019042.1,"NC_019042.1 Streptococcus dysgalactiae subsp. equisimilis AC-2713, complete genome"
NC_004567.2:976346-977233,NZ_LS483363.1,"NZ_LS483363.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC9414 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017567.1,"NC_017567.1 Streptococcus dysgalactiae subsp. equisimilis ATCC 12394, complete genome"
NC_004567.2:976346-977233,NC_018712.1,"NC_018712.1 Streptococcus dysgalactiae subsp. equisimilis RE378 DNA, complete genome"
NC_004567.2:976346-977233,NC_012891.1,"NC_012891.1 Streptococcus dysgalactiae subsp. equisimilis GGS_124 DNA, complete genome"
NC_004567.2:976346-977233,NZ_LS483367.1,"NZ_LS483367.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC5371 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483318.1,"NZ_LS483318.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC5370 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP009472.1,"NZ_CP009472.1 Lactococcus lactis strain AI06, complete genome"
NC_004567.2:976346-977233,NZ_LN774769.1,"NZ_LN774769.1 Lactococcus piscium MKFS47 genome assembly L_piscium, chromosome : I"
NC_004567.2:976346-977233,NZ_CP022680.1,"NZ_CP022680.1 Streptococcus respiraculi strain HTS25 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015196.1,"NZ_CP015196.1 Streptococcus marmotae strain HTS5 chromosome, complete genome"
NC_004567.2:976346-977233,NC_013853.1,"NC_013853.1 Streptococcus mitis B6, complete genome"
NC_004567.2:976346-977233,NZ_CP015900.1,"NZ_CP015900.1 Lactococcus lactis subsp. cremoris strain JM2 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP031538.1,"NZ_CP031538.1 Lactococcus lactis subsp. cremoris strain 3107 chromosome L3107, complete sequence"
NC_004567.2:976346-977233,NZ_CP015909.1,"NZ_CP015909.1 Lactococcus lactis subsp. cremoris strain JM4 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022369.1,"NC_022369.1 Lactococcus lactis subsp. cremoris KW2, complete genome"
NC_004567.2:976346-977233,NC_008527.1,"NC_008527.1 Lactococcus lactis subsp. cremoris SK11, complete genome"
NC_004567.2:976346-977233,NZ_CP015901.1,"NZ_CP015901.1 Lactococcus lactis subsp. cremoris strain JM3 chromosome, complete genome"
NC_004567.2:976346-977233,NC_009004.1,"NC_009004.1 Lactococcus lactis subsp. cremoris MG1363, complete genome"
NC_004567.2:976346-977233,NC_017949.1,"NC_017949.1 Lactococcus lactis subsp. cremoris NZ9000, complete genome"
NC_004567.2:976346-977233,NC_017492.1,"NC_017492.1 Lactococcus lactis subsp. cremoris A76, complete genome"
NC_004567.2:976346-977233,NZ_CP015899.1,"NZ_CP015899.1 Lactococcus lactis subsp. cremoris strain JM1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025095.1,"NZ_CP025095.1 Streptococcus suis strain HN136 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024974.1,"NZ_CP024974.1 Streptococcus suis strain CZ130302 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025043.1,"NZ_CP025043.1 Streptococcus suis strain AH681 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP008921.1,"NZ_CP008921.1 Streptococcus suis 6407, complete genome"
NC_004567.2:976346-977233,NC_022665.1,"NC_022665.1 Streptococcus suis T15, complete genome"
NC_004567.2:976346-977233,NZ_CP030125.1,"NZ_CP030125.1 Streptococcus suis strain JSHA1003 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP017667.1,"NZ_CP017667.1 Streptococcus suis strain 1081 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP030124.1,"NZ_CP030124.1 Streptococcus suis strain SH1510 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029398.1,"NZ_CP029398.1 Streptococcus suis strain HN105 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017620.1,"NC_017620.1 Streptococcus suis D9, complete genome"
NC_004567.2:976346-977233,NC_012926.1,"NC_012926.1 Streptococcus suis BM407 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015557.1,"NZ_CP015557.1 Streptococcus suis strain DN13, complete genome"
NC_004567.2:976346-977233,NC_020526.1,"NC_020526.1 Streptococcus suis SC070731, complete genome"
NC_004567.2:976346-977233,NZ_CP017666.1,"NZ_CP017666.1 Streptococcus suis strain 0061 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024050.1,"NZ_CP024050.1 Streptococcus suis strain CS100322 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017618.1,"NC_017618.1 Streptococcus suis JS14, complete genome"
NC_004567.2:976346-977233,NZ_CP017142.1,"NZ_CP017142.1 Streptococcus suis strain GZ0565 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017619.1,"NC_017619.1 Streptococcus suis SS12, complete genome"
NC_004567.2:976346-977233,NZ_CP020863.1,"NZ_CP020863.1 Streptococcus suis strain SC19 chromosome, complete genome"
NC_004567.2:976346-977233,NC_012924.1,"NC_012924.1 Streptococcus suis SC84 complete genome, strain SC84"
NC_004567.2:976346-977233,NZ_CP007497.1,"NZ_CP007497.1 Streptococcus suis strain ZY05719, complete genome"
NC_004567.2:976346-977233,NZ_CP018908.1,"NZ_CP018908.1 Streptococcus suis strain SS2-1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016175.1,"NZ_CP016175.1 Streptococcus suis strain LSM102, complete genome"
NC_004567.2:976346-977233,NC_017622.1,"NC_017622.1 Streptococcus suis A7, complete genome"
NC_004567.2:976346-977233,NC_021213.1,"NC_021213.1 Streptococcus suis TL13, complete genome"
NC_004567.2:976346-977233,NC_017617.1,"NC_017617.1 Streptococcus suis GZ1, complete genome"
NC_004567.2:976346-977233,NC_017950.1,"NC_017950.1 Streptococcus suis ST1, complete genome"
NC_004567.2:976346-977233,NC_012925.1,NC_012925.1 Streptococcus suis P1/7 complete genome
NC_004567.2:976346-977233,NZ_LS483418.1,"NZ_LS483418.1 Streptococcus suis strain NCTC10234 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_018526.1,"NC_018526.1 Streptococcus suis S735, complete genome"
NC_004567.2:976346-977233,NZ_CP012805.1,"NZ_CP012805.1 Streptococcus anginosus strain J4211, complete genome"
NC_004567.2:976346-977233,NC_022244.1,"NC_022244.1 Streptococcus anginosus C1051, complete genome"
NC_004567.2:976346-977233,NZ_CP011419.1,"NZ_CP011419.1 Streptococcus suis strain NSUI002, complete genome"
NC_004567.2:976346-977233,NZ_CP024126.1,"NZ_CP024126.1 Streptococcus suis strain HA0609 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025419.1,"NZ_CP025419.1 Streptococcus suis strain SH0104 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP002007.2,"NZ_CP002007.2 Streptococcus suis 05HAS68, complete genome"
NC_004567.2:976346-977233,NZ_CP012731.1,"NZ_CP012731.1 Streptococcus suis strain 90-1330, complete genome"
NC_004567.2:976346-977233,NC_022239.1,"NC_022239.1 Streptococcus anginosus C238, complete genome"
NC_004567.2:976346-977233,NZ_AP013072.1,"NZ_AP013072.1 Streptococcus anginosus subsp. whileyi MAS624 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP032621.1,"NZ_CP032621.1 Streptococcus sp. ChDC B345 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP031733.1,"NZ_CP031733.1 Streptococcus sp. Z15 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014699.1,"NZ_CP014699.1 Streptococcus pantholopis strain TA 26, complete genome"
NC_004567.2:976346-977233,NZ_CP031933.1,"NZ_CP031933.1 Lactobacillus sp. HBUAS52074 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022238.1,"NC_022238.1 Streptococcus constellatus subsp. pharyngis C1050, complete genome"
NC_004567.2:976346-977233,NC_022245.1,"NC_022245.1 Streptococcus constellatus subsp. pharyngis C818, complete genome"
NC_004567.2:976346-977233,NC_022236.1,"NC_022236.1 Streptococcus constellatus subsp. pharyngis C232, complete genome"
NC_004567.2:976346-977233,NZ_CP007573.1,"NZ_CP007573.1 Streptococcus anginosus strain SA1, complete genome"
NC_004567.2:976346-977233,NZ_LS483408.1,"NZ_LS483408.1 Streptococcus uberis strain NCTC4674 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483397.1,"NZ_LS483397.1 Streptococcus uberis strain NCTC3858 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP022435.1,"NZ_CP022435.1 Streptococcus uberis strain NZ01 chromosome, complete genome"
NC_004567.2:976346-977233,NC_012004.1,NC_012004.1 Streptococcus uberis 0140J complete genome
NC_004567.2:976346-977233,NZ_CP015907.1,"NZ_CP015907.1 Lactococcus lactis subsp. cremoris strain UC109 chromosome, complete genome"
NC_004567.2:976346-977233,NC_019435.1,"NC_019435.1 Lactococcus lactis subsp. cremoris UC509.9, complete genome"
NC_004567.2:976346-977233,NZ_CP015894.1,"NZ_CP015894.1 Lactococcus lactis subsp. cremoris strain 158 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012559.1,"NZ_CP012559.1 Lactobacillus heilongjiangensis strain DSM 28069, complete genome"
NC_004567.2:976346-977233,NC_022516.1,"NC_022516.1 Streptococcus suis YB51, complete genome"
NC_004567.2:976346-977233,NC_015433.1,"NC_015433.1 Streptococcus suis ST3, complete genome"
NC_004567.2:976346-977233,NZ_AP018400.1,"NZ_AP018400.1 Streptococcus ruminantium GUT187T DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP020450.2,"NZ_CP020450.2 Streptococcus gordonii strain FDAARGOS_257 chromosome, complete genome"
NC_004567.2:976346-977233,NC_009785.1,"NC_009785.1 Streptococcus gordonii str. Challis substr. CH1, complete genome"
NC_004567.2:976346-977233,NZ_LS483341.1,"NZ_LS483341.1 Streptococcus gordonii strain NCTC7865 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP023511.1,"NZ_CP023511.1 Streptococcus gordonii strain FDAARGOS_371 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014264.1,"NZ_CP014264.1 Streptococcus sp. oral taxon 431, complete genome"
NC_004567.2:976346-977233,NZ_LS483444.1,"NZ_LS483444.1 Streptococcus australis strain NCTC13166 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP031513.1,"NZ_CP031513.1 Lactobacillus bombi strain BI-2.5 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012911.1,"NZ_CP012911.1 Streptococcus suis strain NSUI060, complete genome"
NC_004567.2:976346-977233,NC_017621.1,"NC_017621.1 Streptococcus suis D12, complete genome"
NC_004567.2:976346-977233,NC_017582.1,"NC_017582.1 Streptococcus equi subsp. zooepidemicus ATCC 35246, complete genome"
NC_004567.2:976346-977233,NZ_CP006770.1,"NZ_CP006770.1 Streptococcus equi subsp. zooepidemicus CY, complete genome"
NC_004567.2:976346-977233,NZ_LS483354.1,"NZ_LS483354.1 Streptococcus equi subsp. zooepidemicus strain NCTC11606 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_011134.1,"NC_011134.1 Streptococcus equi subsp. zooepidemicus MGCS10565, complete genome"
NC_004567.2:976346-977233,NC_012470.1,"NC_012470.1 Streptococcus equi subsp. zooepidemicus H70, complete genome"
NC_004567.2:976346-977233,NZ_CP012648.1,"NZ_CP012648.1 Streptococcus gordonii strain KCOM 1506 (= ChDC B679), complete genome"
NC_004567.2:976346-977233,NZ_CP017295.1,"NZ_CP017295.1 Streptococcus gordonii strain IE35, complete genome"
NC_004567.2:976346-977233,NZ_CP022392.1,"NZ_CP022392.1 Streptococcus iniae strain QMA0248 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024843.1,"NZ_CP024843.1 Streptococcus iniae strain FP5228 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP010783.1,"NZ_CP010783.1 Streptococcus iniae strain YSFST01-82, complete genome"
NC_004567.2:976346-977233,NZ_CP032400.1,"NZ_CP032400.1 Streptococcus iniae strain YM011 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP017952.1,"NZ_CP017952.1 Streptococcus iniae strain 89353 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP032401.1,"NZ_CP032401.1 Streptococcus iniae strain GX005 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013651.1,"NZ_CP013651.1 Streptococcus sp. A12, complete genome"
NC_004567.2:976346-977233,NC_022582.1,"NC_022582.1 Streptococcus sp. I-P16, complete genome"
NC_004567.2:976346-977233,NZ_CP032620.1,"NZ_CP032620.1 Streptococcus sp. JS71 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022584.1,"NC_022584.1 Streptococcus sp. I-G2, complete genome"
NC_004567.2:976346-977233,NZ_LS483364.1,"NZ_LS483364.1 Streptococcus sanguinis strain NCTC11086 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017576.1,"NC_017576.1 Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 DNA, complete genome"
NC_004567.2:976346-977233,NC_015215.1,"NC_015215.1 Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 complete chromosome sequence, strain ATCC BAA-2069"
NC_004567.2:976346-977233,NC_013798.1,NC_013798.1 Streptococcus gallolyticus UCN34 complete genome
NC_004567.2:976346-977233,NZ_LT906439.1,"NZ_LT906439.1 Streptococcus merionis strain NCTC13788 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483343.1,"NZ_LS483343.1 Streptococcus ferus strain NCTC12278 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483346.1,"NZ_LS483346.1 Streptococcus sanguinis strain NCTC11085 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_022246.1,"NC_022246.1 Streptococcus intermedius B196, complete genome"
NC_004567.2:976346-977233,NZ_CP020433.2,"NZ_CP020433.2 Streptococcus intermedius strain FDAARGOS_233 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483380.1,"NZ_LS483380.1 Streptococcus equi subsp. zooepidemicus strain NCTC11824 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483368.1,"NZ_LS483368.1 Streptococcus equi subsp. zooepidemicus strain NCTC6176 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_018073.1,"NC_018073.1 Streptococcus intermedius JTH08 DNA, complete genome"
NC_004567.2:976346-977233,NZ_LS483436.1,"NZ_LS483436.1 Streptococcus intermedius strain NCTC11324 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483325.1,"NZ_LS483325.1 Streptococcus equi subsp. zooepidemicus strain NCTC7022 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483375.1,"NZ_LS483375.1 Streptococcus gordonii strain NCTC3165 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483409.1,"NZ_LS483409.1 Streptococcus gallolyticus strain NCTC13773 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP018822.1,"NZ_CP018822.1 Streptococcus gallolyticus subsp. gallolyticus DSM 16831, complete genome"
NC_004567.2:976346-977233,NZ_AP014880.1,"NZ_AP014880.1 Streptococcus intermedius TYG1620 DNA, complete genome"
NC_004567.2:976346-977233,NC_022237.1,"NC_022237.1 Streptococcus intermedius C270, complete genome"
NC_004567.2:976346-977233,NZ_LS483328.1,"NZ_LS483328.1 Streptococcus equi subsp. zooepidemicus strain NCTC12090 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483335.1,"NZ_LS483335.1 Streptococcus pyogenes strain NCTC8332 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483307.1,"NZ_LS483307.1 Streptococcus pyogenes strain NCTC5163 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483320.1,"NZ_LS483320.1 Streptococcus pyogenes strain NCTC5164 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483344.1,"NZ_LS483344.1 Streptococcus pyogenes strain NCTC12840 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP010449.1,"NZ_CP010449.1 Streptococcus pyogenes strain NGAS322, complete genome"
NC_004567.2:976346-977233,NZ_LS483522.1,"NZ_LS483522.1 Streptococcus pyogenes strain NCTC8224 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483407.1,"NZ_LS483407.1 Streptococcus pyogenes strain NCTC13744 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483327.1,"NZ_LS483327.1 Streptococcus pyogenes strain NCTC12069 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP010450.1,"NZ_CP010450.1 Streptococcus pyogenes strain NGAS638, complete genome"
NC_004567.2:976346-977233,NZ_CP028140.1,"NZ_CP028140.1 Streptococcus pyogenes strain NGAS979 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483430.1,"NZ_LS483430.1 Streptococcus pyogenes strain NCTC12044 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483322.1,"NZ_LS483322.1 Streptococcus pyogenes strain NCTC12066 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP011068.1,"NZ_CP011068.1 Streptococcus pyogenes strain STAB10015, complete genome"
NC_004567.2:976346-977233,NZ_CP009612.1,"NZ_CP009612.1 Streptococcus pyogenes strain HKU360, complete genome"
NC_004567.2:976346-977233,NZ_CP012045.1,"NZ_CP012045.1 Streptococcus pyogenes strain HKU488, complete genome"
NC_004567.2:976346-977233,NZ_CP028148.1,"NZ_CP028148.1 Streptococcus pyogenes strain TJ11-001 chromosome, complete genome"
NC_004567.2:976346-977233,NC_008024.1,"NC_008024.1 Streptococcus pyogenes MGAS10750, complete genome"
NC_004567.2:976346-977233,NZ_LS483356.1,"NZ_LS483356.1 Streptococcus pyogenes strain NCTC8230 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_008022.1,"NC_008022.1 Streptococcus pyogenes MGAS10270, complete genome"
NC_004567.2:976346-977233,NZ_CP007560.1,"NZ_CP007560.1 Streptococcus pyogenes strain NGAS743, complete genome"
NC_004567.2:976346-977233,NZ_LN831034.1,"NZ_LN831034.1 Streptococcus pyogenes genome assembly NCTC8198, chromosome : 1"
NC_004567.2:976346-977233,NZ_LS483414.1,"NZ_LS483414.1 Streptococcus pyogenes strain NCTC13736 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP007537.1,"NZ_CP007537.1 Streptococcus pyogenes strain AP1, complete genome"
NC_004567.2:976346-977233,NZ_LS483389.1,"NZ_LS483389.1 Streptococcus pyogenes strain NCTC10879 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483298.1,"NZ_LS483298.1 Streptococcus pyogenes strain NCTC8225 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483360.1,"NZ_LS483360.1 Streptococcus pyogenes strain NCTC10876 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP031770.1,"NZ_CP031770.1 Streptococcus pyogenes strain SASM4-Duke chromosome, complete genome"
NC_004567.2:976346-977233,NC_006086.1,"NC_006086.1 Streptococcus pyogenes MGAS10394, complete genome"
NC_004567.2:976346-977233,NZ_LS483351.1,"NZ_LS483351.1 Streptococcus pyogenes strain NCTC8195 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_007296.1,"NC_007296.1 Streptococcus pyogenes MGAS6180, complete genome"
NC_004567.2:976346-977233,NZ_CP011535.2,"NZ_CP011535.2 Streptococcus pyogenes strain M28PF1, complete genome"
NC_004567.2:976346-977233,NC_003485.1,"NC_003485.1 Streptococcus pyogenes MGAS8232, complete genome"
NC_004567.2:976346-977233,NZ_CP022206.1,"NZ_CP022206.1 Streptococcus pyogenes strain GURSA1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483437.1,"NZ_LS483437.1 Streptococcus pyogenes strain NCTC13751 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483357.1,"NZ_LS483357.1 Streptococcus pyogenes strain NCTC8326 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP014542.1,"NZ_CP014542.1 Streptococcus pyogenes strain STAB14018 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020082.1,"NZ_CP020082.1 Streptococcus pyogenes strain STAB120304, complete genome"
NC_004567.2:976346-977233,NZ_CP022354.1,"NZ_CP022354.1 Streptococcus pyogenes strain GUR chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014139.1,"NZ_CP014139.1 Streptococcus pyogenes strain MEW123, complete genome"
NC_004567.2:976346-977233,NZ_LS483336.1,"NZ_LS483336.1 Streptococcus pyogenes strain NCTC12046 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483391.1,"NZ_LS483391.1 Streptococcus pyogenes strain NCTC8320 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483321.1,"NZ_LS483321.1 Streptococcus pyogenes strain NCTC8314 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP011069.1,"NZ_CP011069.1 Streptococcus pyogenes strain STAB09014, complete genome"
NC_004567.2:976346-977233,NZ_LS483352.1,"NZ_LS483352.1 Streptococcus pyogenes strain NCTC12052 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP023769.1,"NZ_CP023769.1 Streptococcus pyogenes strain HarveyGAS chromosome, complete genome"
NC_004567.2:976346-977233,NC_002737.2,"NC_002737.2 Streptococcus pyogenes M1 GAS, complete genome"
NC_004567.2:976346-977233,NZ_LS483382.1,"NZ_LS483382.1 Streptococcus pyogenes strain NCTC13738 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483384.1,"NZ_LS483384.1 Streptococcus pyogenes strain NCTC13743 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP008695.1,"NZ_CP008695.1 Streptococcus pyogenes strain M23ND, complete genome"
NC_004567.2:976346-977233,NZ_CP020027.1,"NZ_CP020027.1 Streptococcus pyogenes strain STAB090229, complete genome"
NC_004567.2:976346-977233,NZ_LS483332.1,"NZ_LS483332.1 Streptococcus pyogenes strain NCTC12696 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP008926.1,"NZ_CP008926.1 Streptococcus pyogenes strain ATCC 19615, complete genome"
NC_004567.2:976346-977233,NC_009332.1,NC_009332.1 Streptococcus pyogenes Manfredo complete genome
NC_004567.2:976346-977233,NZ_CP014027.2,"NZ_CP014027.2 Streptococcus pyogenes strain FDAARGOS_149, complete genome"
NC_004567.2:976346-977233,NC_007297.2,"NC_007297.2 Streptococcus pyogenes MGAS5005, complete genome"
NC_004567.2:976346-977233,NC_018936.1,"NC_018936.1 Streptococcus pyogenes A20, complete genome"
NC_004567.2:976346-977233,NC_008021.1,"NC_008021.1 Streptococcus pyogenes MGAS9429, complete genome"
NC_004567.2:976346-977233,NZ_LS483432.1,"NZ_LS483432.1 Streptococcus pyogenes strain NCTC13745 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_020540.2,"NC_020540.2 Streptococcus pyogenes M1 476 DNA, complete genome"
NC_004567.2:976346-977233,NZ_LS483520.1,"NZ_LS483520.1 Streptococcus pyogenes strain NCTC8322 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP008776.1,"NZ_CP008776.1 Streptococcus pyogenes strain 5448, complete genome"
NC_004567.2:976346-977233,NZ_LS483340.1,"NZ_LS483340.1 Streptococcus pyogenes strain NCTC12062 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483399.1,"NZ_LS483399.1 Streptococcus pyogenes strain NCTC8227 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483425.1,"NZ_LS483425.1 Streptococcus pyogenes strain NCTC13737 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_021807.1,"NC_021807.1 Streptococcus pyogenes HSC5, complete genome"
NC_004567.2:976346-977233,NC_011375.1,"NC_011375.1 Streptococcus pyogenes NZ131, complete genome"
NC_004567.2:976346-977233,NZ_CP011415.1,"NZ_CP011415.1 Streptococcus pyogenes strain D471, complete genome"
NC_004567.2:976346-977233,NZ_CP011414.1,"NZ_CP011414.1 Streptococcus pyogenes JRS4, complete genome"
NC_004567.2:976346-977233,NZ_AP012335.1,"NZ_AP012335.1 Streptococcus pyogenes JRS4 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP021640.1,"NZ_CP021640.1 Streptococcus pyogenes strain JS12, complete genome"
NC_004567.2:976346-977233,NZ_LS483315.1,"NZ_LS483315.1 Streptococcus pyogenes strain NCTC12059 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483323.1,"NZ_LS483323.1 Streptococcus pyogenes strain NCTC8300 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483442.1,"NZ_LS483442.1 Streptococcus pyogenes strain NCTC8370 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP007241.1,"NZ_CP007241.1 Streptococcus pyogenes strain 1E1, complete genome"
NC_004567.2:976346-977233,NZ_LS483345.1,"NZ_LS483345.1 Streptococcus pyogenes strain NCTC8231 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483401.1,"NZ_LS483401.1 Streptococcus pyogenes strain NCTC10085 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483333.1,"NZ_LS483333.1 Streptococcus pyogenes strain NCTC12048 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP007561.1,"NZ_CP007561.1 Streptococcus pyogenes strain NGAS596, complete genome"
NC_004567.2:976346-977233,NZ_LS483415.1,"NZ_LS483415.1 Streptococcus pyogenes strain NCTC8304 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483421.1,"NZ_LS483421.1 Streptococcus pyogenes strain NCTC10877 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP013838.1,"NZ_CP013838.1 Streptococcus pyogenes strain MGAS11027, complete genome"
NC_004567.2:976346-977233,NZ_LS483420.1,"NZ_LS483420.1 Streptococcus pyogenes strain NCTC13739 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483394.1,"NZ_LS483394.1 Streptococcus pyogenes strain NCTC10880 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017053.1,"NC_017053.1 Streptococcus pyogenes MGAS1882, complete genome"
NC_004567.2:976346-977233,NZ_LS483329.1,"NZ_LS483329.1 Streptococcus pyogenes strain NCTC12058 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483353.1,"NZ_LS483353.1 Streptococcus pyogenes strain NCTC4001 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483379.1,"NZ_LS483379.1 Streptococcus pyogenes strain NCTC10874 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483355.1,"NZ_LS483355.1 Streptococcus pyogenes strain NCTC12067 genome assembly, chromosome: 1"
